"","Antelope Valley","San Fernando","San Gabriel","Metro","West","South","East","South Bay","LA County","Age0.19","Age20.44","Age45.64","Age65.","ObesityBMI.30","ObesityBMI30.40","ObesityBMI.40","SmokingYes","ComorbidityYes"
"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4",0.0392760137660137,0.0541731627609449,0.0485343390057637,0.0598356758872758,0.071283281332511,0.0482715606782083,0.0646983047427757,0.0516890549403185,0.0542620168827786,0,1,0,0,1,0,0,0,0
"5",0.0532669410102252,0.0870423776750173,0.0811330973480239,0.0762663287727167,0.0943301757543541,0.0466514336759293,0.0733565652058072,0.0746176826759911,0.0725609901818351,0,0,1,0,1,0,0,0,0
"6",0.018772726777439,0.0361909214384958,0.0390972652753826,0.028670229356077,0.0557870600010393,0.0214150618970055,0.032851700251294,0.03068019739051,0.0338459259266811,0,0,0,1,1,0,0,0,0
"7",0.0102698122085113,0.0131990758448941,0.0220270233366389,0.0150308279752266,0.0105881834870157,0.0287214509180267,0.0281298657290428,0.0143862135497816,0.0130296088789015,0,1,0,0,0,1,0,0,0
"8",0.0229703390587804,0.0244168408297293,0.0270576777498781,0.0225025762171568,0.0120978385426511,0.0313641269154637,0.0296651248116966,0.0223790423405865,0.0290624070782608,0,0,1,0,0,1,0,0,0
"9",0.00608195960469176,0.00465280950186553,0.0066169186381405,0.00677289193296445,0.00645493116182703,0.00895228301544757,0.00578437180386922,0.00304277262530545,0.00710717249436664,0,0,0,1,0,1,0,0,0
"10",0.00515322767279764,0.00420513356259241,0.00587347304019345,0.00710499862717567,0.00677144674641529,0.0158025933691711,0.011762597631114,0.0063021026209035,0.00630864429812572,0,1,0,0,0,0,1,0,0
"11",0.0038321035145037,0.00879488625540721,0.0160810802543394,0.00731561855528416,0.0078437012547843,0.00634570715947323,0.0109338007613716,0.00862731618280262,0.00575751431109539,0,0,1,0,0,0,1,0,0
"12",0,0.00276939254484919,0.00281317666224686,0.00287948856011474,0.00137215392042094,0.00333029777927993,0,0.00150923720045087,0.00151080381134426,0,0,0,1,0,0,1,0,0
"13",0.0467323432048651,0.0330010069589011,0.031607167239031,0.0436264622860936,0.0294318803194907,0.0277794588114811,0.0257883025585669,0.035455304592409,0.0308627023750982,0,1,0,0,1,0,0,1,0
"14",0.0306767244661657,0.0225295210401089,0.0237030598314769,0.0250983991135464,0.0151494140805067,0.0203194417204407,0.0190059007660535,0.0254328426239721,0.0219476226696511,0,0,1,0,1,0,0,1,0
"15",0.00141542200428208,0,0,0.00270208971101463,0.00128761858673614,0,0.00484619754017865,0,0,0,0,0,1,1,0,0,1,0
"16",0.0188292582328935,0.0109999713225297,0.00399067176914196,0.00653558312814343,0.00467157230752896,0.0132278755988196,0.00976797289832541,0.00171275991859473,0.0111444956293312,0,1,0,0,0,1,0,1,0
"17",0.00830187069544633,0.00508086542702243,0.00645149243554365,0.0132071326434064,0.00251742189014946,0.0045824475695683,0.00789566355111327,0.00692230424972541,0.0055435917644465,0,0,1,0,0,1,0,1,0
"18",0,0,0,0,0,0,0,0,0.0021007642180265,0,0,0,1,0,1,0,1,0
"19",0.00264006913752901,0.0036354614664921,0.00246195876012713,0.00251999178736193,0.00120084401735545,0.00874355588992583,0.00301306995875625,0.00132081280092523,0.00396655147338136,0,1,0,0,0,0,1,1,0
"20",0.00399554102783387,0,0,0.00190690660958086,0,0.00661634875214954,0,0.00399789661654415,0,0,0,1,0,0,0,1,1,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"22",0.0723520516617934,0.0694126855949785,0.068078717904874,0.0833712850423046,0.0824221552024464,0.0762755368028156,0.0684399391169878,0.0691336842869707,0.072796294708017,0,1,0,0,1,0,0,0,1
"23",0.173433001661836,0.186812587535936,0.188148771297599,0.167200256602734,0.214571453539628,0.122535873252242,0.164946995685279,0.198408635658936,0.167345818036224,0,0,1,0,1,0,0,0,1
"24",0.097520370948828,0.144136578002406,0.138230667813118,0.118217804831568,0.180091276618306,0.0699777922592637,0.1090725170708,0.142463682185452,0.121122148232308,0,0,0,1,1,0,0,0,1
"25",0.0308554129219098,0.0202328151392377,0.0262046875299711,0.0278742397096939,0.0150371622105864,0.0510945004345541,0.028926446303247,0.0336301756394454,0.0220754650931934,0,1,0,0,0,1,0,0,1
"26",0.0816965331615518,0.0596584522085201,0.0675275559726844,0.058485568530151,0.0464499166381457,0.093263966734254,0.0868817825680981,0.0687398594383277,0.0762502624394739,0,0,1,0,0,1,0,0,1
"27",0.022095676492662,0.0283980372717219,0.0274733432943144,0.0253088477901738,0.0227806577397929,0.0504114597049623,0.0521160692719132,0.0265304437145999,0.0221316522615406,0,0,0,1,0,1,0,0,1
"28",0.0129715400125604,0.013495910467029,0.0177414223607634,0.0115561226209293,0.0125869804431353,0.0200480026390696,0.020725904395869,0.0129791874407799,0.0199220787163187,0,1,0,0,0,0,1,0,1
"29",0.0300633185621578,0.0175628608388889,0.0216635004758008,0.0208697884048985,0.012431270944603,0.0558171294036135,0.0311916356254417,0.0191424816057172,0.0273747882703972,0,0,1,0,0,0,1,0,1
"30",0.0101255819689399,0.0167319086688807,0.0151079469096929,0.0096650436313463,0.00552678459369028,0.00894255286524453,0.0208011053730834,0.00810524124010543,0.026369377457508,0,0,0,1,0,0,1,0,1
"31",0.0515891923868019,0.0285663506502147,0.0404724525864855,0.0461162533659899,0.0335221594645021,0.0370641096450518,0.0355136811800035,0.0426066597634423,0.0492125609036853,0,1,0,0,1,0,0,1,1
"32",0.0612794337638672,0.0513640415795601,0.0273303420087813,0.0572207111439933,0.0278731493718168,0.0397074695606498,0.0167241291371064,0.0439872505138945,0.0426985793366541,0,0,1,0,1,0,0,1,1
