"","Antelope Valley","San Fernando","San Gabriel","Metro","West","South","East","South Bay","LA County","Age0.19","Age20.44","Age45.64","Age65.","ObesityBMI.30","ObesityBMI30.40","ObesityBMI.40","SmokingYes","ComorbidityYes"
"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4",0.0121948620465015,0.0202555475258654,0.0178921626694956,0.020060140577274,0.0259232133388884,0.0183343023090315,0.0185557580591565,0.0157081662604517,0.021074215182334,0,1,0,0,1,0,0,0,0
"5",0.0373711550472832,0.061526587262118,0.0607602576460662,0.0558995410437713,0.0812899650265854,0.0397946630143175,0.0544748722544696,0.0473338928135152,0.057994214822452,0,0,1,0,1,0,0,0,0
"6",0.0308449832174016,0.0552933857903408,0.0566192966760384,0.0324562360717863,0.0957452312586438,0.0308694002370339,0.0406411978586025,0.0460208490177636,0.039845720354456,0,0,0,1,1,0,0,0,0
"7",0.00544998032292797,0.00542356875720893,0.00539613271573921,0.00890948649594357,0.00412437824997707,0.0139120752197129,0.0106334312739245,0.00349839058311645,0.00671641760851692,0,1,0,0,0,1,0,0,0
"8",0.0128291733365193,0.0210769505932373,0.022294037759584,0.0128832913473202,0.0118401580044545,0.0302968859495929,0.0296094763847256,0.0168624701882019,0.0228519316164568,0,0,1,0,0,1,0,0,0
"9",0.00444308701897273,0.00158439055448238,0.0165144115339276,0.00320336479684402,0.0155922698273477,0.00979311636095576,0.0184701949593065,0.00953854573310523,0.00615551781363776,0,0,0,1,0,1,0,0,0
"10",0.00260083687745459,0.00455293672453778,0.00143806505483044,0.00434692542144432,0.00226294251318311,0.00656639599811799,0.00509318275913132,0.00217540935179843,0.00196540226867751,0,1,0,0,0,0,1,0,0
"11",0.00723962864247472,0.00860542770534426,0.00652334909812213,0.00434967314326297,0.00538920758505833,0.0117018307231625,0.0100318653741188,0.00888128052822797,0.00752241564523399,0,0,1,0,0,0,1,0,0
"12",0.00482312340365816,0,0,0.00260802179703065,0.00461616651170495,0.00637845828995635,0.00273409504773544,0.00443760799954935,0.00250575966961271,0,0,0,1,0,0,1,0,0
"13",0.0311934401784626,0.0231317833898301,0.0183255758713803,0.0299011604094545,0.0237482566510252,0.0229701603888325,0.0229071303585216,0.0228296473757436,0.0239405980406097,0,1,0,0,1,0,0,1,0
"14",0.0294548622928662,0.0327709488586386,0.0346355301239151,0.0382253157346463,0.0281909745083616,0.0311626462518388,0.0146934880201707,0.033604639728327,0.0355022618346101,0,0,1,0,1,0,0,1,0
"15",0.00336974120793059,0.0108147499841601,0.00341588626635869,0.00364426027912523,0.00967544382465722,0.00445639722310031,0,0.00310039559207258,0.00700273321595729,0,0,0,1,1,0,0,1,0
"16",0.00917271906397707,0.00630828413586767,0.00464916489759875,0.00708570219359345,0.00376248172640514,0.00606534407876534,0.00594258324045881,0.00542541705273765,0.0108925879731881,0,1,0,0,0,1,0,1,0
"17",0.0163152926662981,0.0109087142637464,0.0144713742458501,0.00882221650525605,0.00390380368340294,0.0242736305257435,0.0138730311712884,0.00750560033318242,0.00423814600411532,0,0,1,0,0,1,0,1,0
"18",0,0,0,0.00581655013263861,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"19",0.00559625060406514,0.0011973629901555,0.0022691541459075,0.00726258517672325,0.00107122387165132,0.00740089939044454,0.00507577510485623,0.00205957545512907,0,0,1,0,0,0,0,1,1,0
"20",0.00644294829361138,0.00344630198862605,0,0.00696782901060968,0,0,0.00365232890558379,0.00296397961399113,0.00669461617975042,0,0,1,0,0,0,1,1,0
"21",0,0,0,0,0,0,0,0.00716205121544246,0,0,0,0,1,0,0,1,1,0
"22",0.0251738399184823,0.0284623368502061,0.0256395102410503,0.0344501494928309,0.0328861164904242,0.0302939277747648,0.0247533128429887,0.0218444265953036,0.0265290574969715,0,1,0,0,1,0,0,0,1
"23",0.126597155175324,0.157695279211947,0.14503134959348,0.152383272029728,0.158095374245092,0.107218579155226,0.122884281308407,0.13043958538087,0.13604703299378,0,0,1,0,1,0,0,0,1
"24",0.156671323317884,0.200824573889041,0.234648203910199,0.193857716357243,0.290441108098024,0.110130063751681,0.19202731479309,0.212976135726685,0.195055953611461,0,0,0,1,1,0,0,0,1
"25",0.00922415546218861,0.0134781245221223,0.00980659107589186,0.011435455116866,0.00645977072648124,0.0238023638803985,0.014538943300763,0.00952184594588359,0.0102857619844517,0,1,0,0,0,1,0,0,1
"26",0.0740497479476635,0.050336251034854,0.0664627230186967,0.063398470770128,0.0339596554606324,0.119350861829499,0.0874515641479884,0.0496787836016074,0.0528977651164438,0,0,1,0,0,1,0,0,1
"27",0.0396702426686214,0.0674028686162055,0.0591374777648065,0.0479493114699951,0.0379680199721213,0.0833234120909494,0.0978887741401478,0.0493815063512187,0.0678914374289398,0,0,0,1,0,1,0,0,1
"28",0.00511622911439319,0.00252613504076647,0.00598418133014642,0.00723549741040417,0.00414335752681227,0.0104093586974608,0.00892384170941226,0.00687987892369355,0.00695178913812004,0,1,0,0,0,0,1,0,1
"29",0.0263785364800941,0.0201567886061761,0.0241931186946899,0.0312443918932089,0.00721332906004089,0.0465132600065087,0.0398753642516009,0.0184914916791114,0.0365452106851723,0,0,1,0,0,0,1,0,1
"30",0.024521654538665,0.0187378783194641,0.0142042587331351,0.0113654287333962,0.0167638909210824,0.0231637612608582,0.0436877466487214,0.0257847116273081,0.0254794944407013,0,0,0,1,0,0,1,0,1
"31",0.0446570080632782,0.0311855684351533,0.0182331614518903,0.0409166246352527,0.0225576479858784,0.0336301131990028,0.0267211997185823,0.0319569788524882,0.0302897731698672,0,1,0,0,1,0,0,1,1
"32",0.112817017572527,0.0832348675113876,0.0532374491774938,0.082039700567859,0.0446797726829795,0.0617369554890379,0.0352843266280881,0.0823237252524307,0.056590781193886,0,0,1,0,1,0,0,1,1
