"","Antelope Valley","San Fernando","San Gabriel","Metro","West","South","East","South Bay","LA County","Age0.19","Age20.44","Age45.64","Age65.","ObesityBMI.30","ObesityBMI30.40","ObesityBMI.40","SmokingYes","ComorbidityYes"
"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"4",0.0357333277346681,0.0566051160887045,0.0516328407711077,0.0542470031042313,0.0725910168404321,0.0482236671537647,0.0511338749491717,0.0471121864725027,0.0598261926913371,0,1,0,0,1,0,0,0,0
"5",0.0531588668467325,0.0834674504053371,0.0851187842086556,0.0733825236858659,0.110502882193515,0.0508116501741943,0.0728733688917787,0.0689164053718176,0.0799221670684161,0,0,1,0,1,0,0,0,0
"6",0.0225058968832161,0.0384769020648717,0.0406858007483097,0.0218552182320595,0.0667615504485555,0.0202180493499801,0.027887637151325,0.0343698481220154,0.0281667574180428,0,0,0,1,1,0,0,0,0
"7",0.0143086347933021,0.0135801179691204,0.0139525150120365,0.0215874401335516,0.0103480669037693,0.0327864545925598,0.0262548853525651,0.00940118849096433,0.0170837945832227,0,1,0,0,0,1,0,0,0
"8",0.0164524407875886,0.0257783175044472,0.0281570405983527,0.0152476775481477,0.0145106423039015,0.0348761815494976,0.0357104911783842,0.0221342116515844,0.0283921292677868,0,0,1,0,0,1,0,0,0
"9",0.00295598367753446,0.00100529745868536,0.0108204899652639,0.00196683903336915,0.00991343194232871,0.00584840448565098,0.011556388275832,0.00649546996479733,0.00396757540508567,0,0,0,1,0,1,0,0,0
"10",0.00612234786346147,0.010221429315961,0.00333388052215709,0.00944348476966318,0.0050906810083397,0.0138749437728885,0.0112752863649781,0.00524151796711455,0.00448228766172149,0,1,0,0,0,0,1,0,0
"11",0.00838123940159129,0.00950122372132655,0.00743753783672308,0.00464722593259005,0.0059623071343904,0.012160321076313,0.0109221235436904,0.0105239492383936,0.00843708971567069,0,0,1,0,0,0,1,0,0
"12",0.00293237851093966,0,0,0.00146334955088613,0.00268207300868894,0.00348102104230367,0.00156328692489401,0.00276154287434738,0.00147595954438465,0,0,0,1,0,0,1,0,0
"13",0.0439285970422654,0.031067642854263,0.0254160643748076,0.0388612986787558,0.0319604781881308,0.0290367069480143,0.0303380861176209,0.0329074676622286,0.0326634789442251,0,1,0,0,1,0,0,1,0
"14",0.0212995018279154,0.0226004243160737,0.0246661233883268,0.0255098989310139,0.0194813932574027,0.0202276790058184,0.00999242242408411,0.0248726977871161,0.0248720657034364,0,0,1,0,1,0,0,1,0
"15",0.00137586061513902,0.00421123523575196,0.00137356084875251,0.00137319585840262,0.00377525473517404,0.00163328156126784,0,0.00129570519755815,0.00277005795681764,0,0,0,1,1,0,0,1,0
"16",0.0116473482920043,0.00763933128586492,0.00581393980961692,0.00830342128097093,0.00456563137986677,0.00691327267954136,0.00709639329171525,0.00705136666477121,0.0133999577976698,0,1,0,0,0,1,0,1,0
"17",0.0107597751881637,0.00686115171336266,0.00939906634078162,0.00536946786729435,0.00246033232954698,0.0143695226122118,0.00860425204507373,0.00506646403075221,0.00270786885546272,0,0,1,0,0,1,0,1,0
"18",0,0,0,0.00203477933526753,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"19",0.00641569640817578,0.0013091445687986,0.00256198899998659,0.00768392464137979,0.00117361153098867,0.00761606119898057,0.00547245822274246,0.00241677131841981,0,0,1,0,0,0,0,1,1,0
"20",0.0038838646846931,0.00198128933884528,0,0.00387634244409117,0,0,0.00207053586601708,0.00182879850007951,0.00390974570921566,0,0,1,0,0,0,1,1,0
"21",0,0,0,0,0,0,0,0.00258785449938418,0,0,0,0,1,0,0,1,1,0
"22",0.0668449846034342,0.0720783843234147,0.0670495238037108,0.0844220083763159,0.0834505930549187,0.0722061553322872,0.0618138971163121,0.0593705689371437,0.0682471573647862,0,1,0,0,1,0,0,0,1
"23",0.164089893576967,0.194935845789007,0.185134085995556,0.182280574588021,0.195827881166336,0.12474616657832,0.149791666839886,0.173052746595467,0.170840308122438,0,0,1,0,1,0,0,0,1
"24",0.105222064687081,0.128632079117079,0.155203372182193,0.120156040210228,0.186411571563433,0.0663930274573556,0.121286859112328,0.146406193943035,0.126917030626277,0,0,0,1,1,0,0,0,1
"25",0.0219591582462644,0.0306008624323858,0.0229918412322643,0.0251239393112572,0.0146961526298444,0.0508637573793731,0.0325503265856692,0.0232017864591353,0.0237229628837395,0,1,0,0,0,1,0,0,1
"26",0.0866324674879421,0.0561633615835016,0.076577615935653,0.0684512037025037,0.0379680113113956,0.125337761274034,0.0962183963106221,0.0594893540453305,0.0599567119498465,0,0,1,0,0,1,0,0,1
"27",0.0243418432243909,0.0394441054846555,0.0357369934728589,0.0271528979001391,0.0222640428069963,0.045893895673549,0.0564878345702778,0.0310144538347496,0.0403596128986922,0,0,0,1,0,1,0,0,1
"28",0.0109277846734452,0.00514581104411265,0.0125879062607316,0.0142625028419738,0.00845730570143951,0.0199574657448858,0.0179253413718827,0.0150409109326386,0.0143854058544502,0,1,0,0,0,0,1,0,1
"29",0.0278947214310779,0.0203286154636023,0.0251958955599923,0.0304921899146273,0.00728961432854206,0.0441516954733859,0.0396560476978725,0.0200149485769752,0.0374408057536951,0,0,1,0,0,0,1,0,1
"30",0.0137795972875873,0.0100420481055808,0.00786089402103063,0.00589410388489066,0.00900241557146588,0.0116840958222661,0.0230876554973955,0.0148306516595224,0.0138714207995435,0,0,0,1,0,0,1,0,1
"31",0.057311156476581,0.0381696643928082,0.0230450756515646,0.0484612438280956,0.0276656475363831,0.038741564310376,0.0322506843939309,0.0419784563731569,0.037660749153619,0,1,0,0,1,0,0,1,1
"32",0.0751057870459964,0.0528468623271877,0.034904597687389,0.0504043549251186,0.0284254413829981,0.0368929403750104,0.0220909327496166,0.0560964013496005,0.0364995794467749,0,0,1,0,1,0,0,1,1
